*	* |
xuội	XI UÔN_1 IC_1 |
hưũ	HI ƯN_3 UC_3 |
chât	CHI ÂN_0 TC_0 |
sẳng	SI AN3_2 NGC_2 |
chơp	CHI ƠN_0 PC_0 |
ngúc	NGI UN_5 KC_5 |
cẫn	KI ÂN_3 NC_3 |
khíên	KHI IÊN_5 NC_5 |
tíêng	TI IÊN_5 NGC_5 |
buớc	BI WO_5 ƠN_5 KC_5 |
mãy	MI AN3_3 YC_3 |
oể	WO_2 ÊN_2 |
cợ	KI ƠC_1 |
nún	NI UN_5 NC_5 |
đỡn	DI ƠN_3 NC_3 |
vuùng	VI WO_4 UN_4 NGC_4 |
mọot	MI WO_1 ON2_1 TC_1 |
mừc	MI ƯN_4 KC_4 |
xoải	XI WO_2 AN2_2 IC_2 |
tóet	TI WO_5 EN_5 TC_5 |
khuỷa	KHI WO_2 YAN_2 |
hểnh	HI ÊN_2 NGC_2 |
duung	ZI WO_0 UN_0 NGC_0 |
trụu	TRI UN_1 UC_1 |
huỵ	HI UN_1 YC_1 |
huỷnh	HI WO_2 IN_2 NGC_2 |
tạy	TI AN3_1 YC_1 |
khuếc	KHI WO_5 ÊN_5 KC_5 |
xột	XI ÔN_1 TC_1 |
luợng	LI WO_1 ƠN_1 NGC_1 |
truyệt	TRI WO_1 YÊN_1 TC_1 |
tuu	TI UN_0 UC_0 |
phưỡn	PHI ƯƠN_3 NC_3 |
thếy	THI ÊN_5 YC_5 |
ự	ƯC_1 |
muột	MI UÔN_1 TC_1 |
khỗ	KHI ÔN_3 |
xụm	XI UN_1 MC_1 |
phịt	PHI IN_1 TC_1 |
cuột	KI UÔN_1 TC_1 |
khé	KHI EN_5 |
ngịch	NGI IN_1 KC_1 |
ngệch	NGI ÊN_1 KC_1 |
thếm	THI ÊN_5 MC_5 |
xụyt	XI WO_1 IN_1 TC_1 |
thõm	THI ON2_3 MC_3 |
huỏng	HI WO_2 ON1_2 NGC_2 |
nghau	NGI AN3_0 UC_0 |
kaỷ	KI AN3_2 YC_2 |
đọi	DI ON2_1 IC_1 |
phệch	PHI ÊN_1 KC_1 |
giạn	ZI AN2_1 NC_1 |
buị	BI UN_1 IC_1 |
khắm	KHI AN3_5 MC_5 |
ỏa	WO_2 AN2_2 |
týt	TI IN_5 TC_5 |
lỡm	LI ƠN_3 MC_3 |
tiềng	TI IÊN_4 NGC_4 |
bởn	BI ƠN_2 NC_2 |
laị	LI AN2_1 IC_1 |
chuả	CHI UÔN_2 |
thùn	THI UN_4 NC_4 |
đễn	DI ÊN_3 NC_3 |
cuỗm	KI UÔN_3 MC_3 |
nun	NI UN_0 NC_0 |
ngưn	NGI ƯN_0 NC_0 |
liểu	LI IÊN_2 UC_2 |
chíng	CHI IN_5 NGC_5 |
cônh	KI ÔN_0 NGC_0 |
chưỡng	CHI ƯƠN_3 NGC_3 |
diểu	ZI IÊN_2 UC_2 |
tya	TI YAN_0 |
híc	HI IN_5 KC_5 |
đóai	DI WO_5 AN2_5 IC_5 |
vể	VI ÊN_2 |
thầi	THI ÂN_4 IC_4 |
triến	TRI IÊN_5 NC_5 |
phớp	PHI ƠN_5 PC_5 |
yế	YÊN_5 |
trõ	TRI ON2_3 |
trậng	TRI ÂN_1 NGC_1 |
ngầng	NGI ÂN_4 NGC_4 |
cợp	KI ƠN_1 PC_1 |
uỳnh	WO_4 IN_4 NGC_4 |
toảng	TI WO_2 AN1_2 NGC_2 |
xuộng	XI UÔN_1 NGC_1 |
nhộp	NHI ÔN_1 PC_1 |
truốc	TRI UÔN_5 KC_5 |
thóai	THI WO_5 AN2_5 IC_5 |
têu	TI ÊN_0 UC_0 |
khưỡng	KHI ƯƠN_3 NGC_3 |
roạt	RI WO_1 AN2_1 TC_1 |
kẹ	KI EN_1 |
quèo	KI WO_4 EN_4 UC_4 |
sọat	SI WO_1 AN2_1 TC_1 |
nío	NI IN_5 UC_5 |
chuởng	CHI WO_2 ƠN_2 NGC_2 |
chùông	CHI UÔN_4 NGC_4 |
nhõi	NHI ON2_3 IC_3 |
ậng	ÂN_1 NGC_1 |
nhoại	NHI WO_1 AN2_1 IC_1 |
lợng	LI ƠN_1 NGC_1 |
xướt	XI ƯƠN_5 TC_5 |
goị	GI ON2_1 IC_1 |
rũa	RI UÔN_3 |
cưởi	KI ƯƠN_2 IC_2 |
khửng	KHI ƯN_2 NGC_2 |
vệc	VI ÊN_1 KC_1 |
lõang	LI WO_3 AN1_3 NGC_3 |
lệng	LI ÊN_1 NGC_1 |
leu	LI EN_0 UC_0 |
ữa	ƯƠN_3 |
sot	SI ON2_0 TC_0 |
hỗm	HI ÔN_3 MC_3 |
rứ	RI ƯC_5 |
nghéo	NGI EN_5 UC_5 |
nhỗ	NHI ÔN_3 |
chẽo	CHI EN_3 UC_3 |
táu	TI AN3_5 UC_5 |
chược	CHI ƯƠN_1 KC_1 |
nghểu	NGI ÊN_2 UC_2 |
lêm	LI ÊN_0 MC_0 |
nớc	NI ƠN_5 KC_5 |
giưởng	ZI ƯƠN_2 NGC_2 |
nguồi	NGI UÔN_4 IC_4 |
guyễn	GI WO_3 YÊN_3 NC_3 |
đễu	DI ÊN_3 UC_3 |
khìn	KHI IN_4 NC_4 |
hém	HI EN_5 MC_5 |
văm	VI AN3_0 MC_0 |
đạu	DI AN3_1 UC_1 |
sảm	SI AN2_2 MC_2 |
nhổng	NHI ÔN_2 NGC_2 |
sộc	SI ÔN_1 KC_1 |
giùng	ZI UN_4 NGC_4 |
rở	RI ƠC_2 |
họat	HI WO_1 AN2_1 TC_1 |
cế	KI ÊN_5 |
trei	TRI EN_0 IC_0 |
phiều	PHI IÊN_4 UC_4 |
nghịc	NGI IN_1 KC_1 |
ngưc	NGI ƯN_0 KC_0 |
sọng	SI ON1_1 NGC_1 |
khúch	KHI UN_5 KC_5 |
nhấy	NHI ÂN_5 YC_5 |
choích	CHI WO_5 IN_5 KC_5 |
ngợc	NGI ƠN_1 KC_1 |
mững	MI ƯN_3 NGC_3 |
khẩp	KHI ÂN_2 PC_2 |
nuộm	NI UÔN_1 MC_1 |
lẻng	LI EN_2 NGC_2 |
xất	XI ÂN_5 TC_5 |
cõn	KI ON2_3 NC_3 |
vẫm	VI ÂN_3 MC_3 |
xoat	XI WO_0 AN2_0 TC_0 |
oáng	WO_5 AN1_5 NGC_5 |
giúi	ZI UN_5 IC_5 |
thuơng	THI WO_0 ƠN_0 NGC_0 |
xỡ	XI ƠC_3 |
xuật	XI WO_1 ÂN_1 TC_1 |
đâỷ	DI ÂN_2 YC_2 |
luạ	LI UÔN_1 |
đụp	DI UN_1 PC_1 |
riếng	RI IÊN_5 NGC_5 |
ữ	ƯC_3 |
khuýp	KHI WO_5 IN_5 PC_5 |
đuã	DI UÔN_3 |
hiễm	HI IÊN_3 MC_3 |
ậu	ÂN_1 UC_1 |
võõ	VI ON2_3 UC_3 |
gấn	GI ÂN_5 NC_5 |
soo	SI ON2_0 UC_0 |
vưa	VI ƯƠN_0 |
khoông	KHI WO_0 ÔN_0 NGC_0 |
vio	VI IN_0 UC_0 |
ạn	AN2_1 NC_1 |
quẩng	KI WO_2 ÂN_2 NGC_2 |
ngẹt	NGI EN_1 TC_1 |
rấn	RI ÂN_5 NC_5 |
kếu	KI ÊN_5 UC_5 |
khoãn	KHI WO_3 AN2_3 NC_3 |
lẹnh	LI EN_1 NGC_1 |
cỵai	KI YAN_1 IC_1 |
phị	PHI IN_1 |
ngướu	NGI ƯƠN_5 UC_5 |
thẩu	THI ÂN_2 UC_2 |
chẵng	CHI AN3_3 NGC_3 |
ngoạ	NGI WO_1 AN2_1 |
vaò	VI AN2_4 UC_4 |
đứnh	DI ƯN_5 NGC_5 |
ngẻo	NGI EN_2 UC_2 |
thọi	THI ON2_1 IC_1 |
đíc	DI IN_5 KC_5 |
nhéch	NHI EN_5 KC_5 |
khựa	KHI ƯƠN_1 |
qủi	KI UN_2 IC_2 |
rạy	RI AN3_1 YC_1 |
thửo	THI ƯN_2 UC_2 |
trủm	TRI UN_2 MC_2 |
khàm	KHI AN2_4 MC_4 |
thúch	THI UN_5 KC_5 |
thươn	THI ƯƠN_0 NC_0 |
địêu	DI IÊN_1 UC_1 |
buối	BI UÔN_5 IC_5 |
ngàm	NGI AN2_4 MC_4 |
thuớc	THI WO_5 ƠN_5 KC_5 |
khếch	KHI ÊN_5 KC_5 |
trới	TRI ƠN_5 IC_5 |
xèm	XI EN_4 MC_4 |
thn	THI NC_0 |
ngiến	NGI IÊN_5 NC_5 |
ngượi	NGI ƯƠN_1 IC_1 |
bằnh	BI AN3_4 NGC_4 |
hoỏi	HI WO_2 ON2_2 IC_2 |
lậi	LI ÂN_1 IC_1 |
luót	LI WO_5 ON2_5 TC_5 |
snh	SI NGC_0 |
tọn	TI ON2_1 NC_1 |
huyển	HI WO_2 YÊN_2 NC_2 |
yếi	YÊN_5 IC_5 |
gới	GI ƠN_5 IC_5 |
khep	KHI EN_0 PC_0 |
cưỡm	KI ƯƠN_3 MC_3 |
nĩ	NI IN_3 |
sịch	SI IN_1 KC_1 |
oá	WO_5 AN2_5 |
giaữ	ZI AN2_3 ƯC_3 |
rấp	RI ÂN_5 PC_5 |
buyệt	BI WO_1 YÊN_1 TC_1 |
dủng	ZI UN_2 NGC_2 |
cuất	KI WO_5 ÂN_5 TC_5 |
chóang	CHI WO_5 AN1_5 NGC_5 |
đêi	DI ÊN_0 IC_0 |
phẫm	PHI ÂN_3 MC_3 |
ruỗi	RI UÔN_3 IC_3 |
dễn	ZI ÊN_3 NC_3 |
quặm	KI WO_1 AN3_1 MC_1 |
sonh	SI ON1_0 NGC_0 |
lử	LI ƯC_2 |
cổi	KI ÔN_2 IC_2 |
nhạnh	NHI AN1_1 NGC_1 |
ngối	NGI ÔN_5 IC_5 |
chuệnh	CHI WO_1 ÊN_1 NGC_1 |
gióa	ZI WO_5 AN2_5 |
vỗi	VI ÔN_3 IC_3 |
mặnh	MI AN3_1 NGC_1 |
dệnh	ZI ÊN_1 NGC_1 |
iám	IAN_5 MC_5 |
ính	IN_5 NGC_5 |
khẳ	KHI AN3_2 |
địn	DI IN_1 NC_1 |
moọt	MI WO_1 ON2_1 TC_1 |
khoằn	KHI WO_4 AN3_4 NC_4 |
ngộc	NGI ÔN_1 KC_1 |
mự	MI ƯC_1 |
ãm	AN2_3 MC_3 |
vẫng	VI ÂN_3 NGC_3 |
phưu	PHI ƯN_0 UC_0 |
nâp	NI ÂN_0 PC_0 |
lầng	LI ÂN_4 NGC_4 |
loàng	LI WO_4 AN1_4 NGC_4 |
nứng	NI ƯN_5 NGC_5 |
chuôt	CHI UÔN_0 TC_0 |
hệp	HI ÊN_1 PC_1 |
nhue	NHI WO_0 EN_0 |
tếm	TI ÊN_5 MC_5 |
kệp	KI ÊN_1 PC_1 |
cẩng	KI ÂN_2 NGC_2 |
đệch	DI ÊN_1 KC_1 |
đẹo	DI EN_1 UC_1 |
uam	UÔN_0 MC_0 |
huốn	HI UÔN_5 NC_5 |
kuyt	KI WO_0 IN_0 TC_0 |
baì	BI AN2_4 IC_4 |
tng	TI NGC_0 |
hoom	HI WO_0 ON2_0 MC_0 |
phâm	PHI ÂN_0 MC_0 |
vuằ	VI WO_4 AN3_4 |
choạt	CHI WO_1 AN2_1 TC_1 |
hõng	HI ON1_3 NGC_3 |
gião	ZI AN2_3 UC_3 |
thỉa	THI IAN_2 |
tẳng	TI AN3_2 NGC_2 |
bợi	BI ƠN_1 IC_1 |
thồn	THI ÔN_4 NC_4 |
too	TI ON2_0 UC_0 |
sẳn	SI AN3_2 NC_2 |
ruỗng	RI UÔN_3 NGC_3 |
cưởng	KI ƯƠN_2 NGC_2 |
vủ	VI UN_2 |
xoãi	XI WO_3 AN2_3 IC_3 |
gém	GI EN_5 MC_5 |
nhip	NHI IN_0 PC_0 |
xủa	XI UÔN_2 |
nhoẽn	NHI WO_3 EN_3 NC_3 |
nẳng	NI AN3_2 NGC_2 |
giot	ZI ON2_0 TC_0 |
xùi	XI UN_4 IC_4 |
đểnh	DI ÊN_2 NGC_2 |
chèm	CHI EN_4 MC_4 |
nhỉm	NHI IN_2 MC_2 |
biệng	BI IÊN_1 NGC_1 |
bỏa	BI WO_2 AN2_2 |
ngong	NGI ON1_0 NGC_0 |
gời	GI ƠN_4 IC_4 |
oạt	WO_1 AN2_1 TC_1 |
ngyà	NGI YAN_4 |
giưa	ZI ƯƠN_0 |
tĩ	TI IN_3 |
oin	WO_0 IN_0 NC_0 |
nính	NI IN_5 NGC_5 |
vãy	VI AN3_3 YC_3 |
chụi	CHI UN_1 IC_1 |
triếc	TRI IÊN_5 KC_5 |
thửu	THI ƯN_2 UC_2 |
xồi	XI ÔN_4 IC_4 |
nhừo	NHI ƯN_4 UC_4 |
nhợn	NHI ƠN_1 NC_1 |
ngụi	NGI UN_1 IC_1 |
cữa	KI ƯƠN_3 |
trừi	TRI ƯN_4 IC_4 |
mén	MI EN_5 NC_5 |
rep	RI EN_0 PC_0 |
thứt	THI ƯN_5 TC_5 |
hẹc	HI EN_1 KC_1 |
châng	CHI ÂN_0 NGC_0 |
xuý	XI UN_5 YC_5 |
nhóp	NHI ON2_5 PC_5 |
bp	BI PC_0 |
nững	NI ƯN_3 NGC_3 |
hẽm	HI EN_3 MC_3 |
sốn	SI ÔN_5 NC_5 |
nháu	NHI AN3_5 UC_5 |
guý	GI UN_5 YC_5 |
hụa	HI UÔN_1 |
nguồm	NGI UÔN_4 MC_4 |
nguộp	NGI UÔN_1 PC_1 |
ngoẵng	NGI WO_3 AN3_3 NGC_3 |
uẩy	WO_2 ÂN_2 YC_2 |
khoong	KHI WO_0 ON1_0 NGC_0 |
mựt	MI ƯN_1 TC_1 |
bụn	BI UN_1 NC_1 |
koặc	KI WO_1 AN3_1 KC_1 |
mịnh	MI IN_1 NGC_1 |
tảnh	TI AN1_2 NGC_2 |
nghệp	NGI ÊN_1 PC_1 |
tuàn	TI UÔN_4 NC_4 |
sẩn	SI ÂN_2 NC_2 |
kìu	KI IN_4 UC_4 |
trồn	TRI ÔN_4 NC_4 |
trỉa	TRI IAN_2 |
dâ	ZI ÂN_0 |
phùi	PHI UN_4 IC_4 |
suôm	SI UÔN_0 MC_0 |
rưm	RI ƯN_0 MC_0 |
rup	RI UN_0 PC_0 |
thng	THI NGC_0 |
cóm	KI ON2_5 MC_5 |
gủi	GI UN_2 IC_2 |
khăt	KHI AN3_0 TC_0 |
ruym	RI WO_0 IN_0 MC_0 |
vac	VI AN1_0 KC_0 |
sọn	SI ON2_1 NC_1 |
aò	AN2_4 UC_4 |
sộng	SI ÔN_1 NGC_1 |
yn	IN_0 NC_0 |
nêy	NI ÊN_0 YC_0 |
thôm	THI ÔN_0 MC_0 |
truýp	TRI WO_5 IN_5 PC_5 |
hắp	HI AN3_5 PC_5 |
ẹt	EN_1 TC_1 |
vước	VI ƯƠN_5 KC_5 |
nghách	NGI AN1_5 KC_5 |
rỳ	RI IN_4 |
miềm	MI IÊN_4 MC_4 |
ốy	ÔN_5 YC_5 |
chòa	CHI WO_4 AN2_4 |
guynh	GI WO_0 IN_0 NGC_0 |
ngánh	NGI AN1_5 NGC_5 |
dếc	ZI ÊN_5 KC_5 |
php	PHI PC_0 |
tuị	TI UN_1 IC_1 |
lóch	LI ON1_5 KC_5 |
ậ	ÂN_1 |
nợt	NI ƠN_1 TC_1 |
ghuột	GI UÔN_1 TC_1 |
hểu	HI ÊN_2 UC_2 |
triếm	TRI IÊN_5 MC_5 |
cừng	KI ƯN_4 NGC_4 |
vôu	VI ÔN_0 UC_0 |
rựt	RI ƯN_1 TC_1 |
rớn	RI ƠN_5 NC_5 |
troy	TRI ON2_0 YC_0 |
phẩng	PHI ÂN_2 NGC_2 |
phờn	PHI ƠN_4 NC_4 |
gền	GI ÊN_4 NC_4 |
xòi	XI ON2_4 IC_4 |
dìn	ZI IN_4 NC_4 |
luộng	LI UÔN_1 NGC_1 |
sòi	SI ON2_4 IC_4 |
tến	TI ÊN_5 NC_5 |
mộy	MI ÔN_1 YC_1 |
khốp	KHI ÔN_5 PC_5 |
lế	LI ÊN_5 |
kơ	KI ƠC_0 |
líng	LI IN_5 NGC_5 |
đưo	DI ƯN_0 UC_0 |
luỡng	LI WO_3 ƠN_3 NGC_3 |
rếc	RI ÊN_5 KC_5 |
sọp	SI ON2_1 PC_1 |
get	GI EN_0 TC_0 |
sưả	SI ƯƠN_2 |
ngung	NGI UN_0 NGC_0 |
ngăng	NGI AN3_0 NGC_0 |
ní	NI IN_5 |
cíp	KI IN_5 PC_5 |
khuyền	KHI WO_4 YÊN_4 NC_4 |
ghúc	GI UN_5 KC_5 |
tring	TRI IN_0 NGC_0 |
trúp	TRI UN_5 PC_5 |
gooc	GI WO_0 ON1_0 KC_0 |
nhuộn	NHI UÔN_1 NC_1 |
mấm	MI ÂN_5 MC_5 |
phử	PHI ƯC_2 |
xìa	XI IAN_4 |
xụt	XI UN_1 TC_1 |
dênh	ZI ÊN_0 NGC_0 |
rac	RI AN1_0 KC_0 |
giứng	ZI ƯN_5 NGC_5 |
giộm	ZI ÔN_1 MC_1 |
phoi	PHI ON2_0 IC_0 |
troác	TRI WO_5 AN1_5 KC_5 |
rủy	RI UN_2 YC_2 |
bio	BI IN_0 UC_0 |
nùm	NI UN_4 MC_4 |
éch	EN_5 KC_5 |
giồ	ZI ÔN_4 |
baọ	BI AN2_1 UC_1 |
hộng	HI ÔN_1 NGC_1 |
xấy	XI ÂN_5 YC_5 |
vím	VI IN_5 MC_5 |
nõ	NI ON2_3 |
phíên	PHI IÊN_5 NC_5 |
gìê	ZI ÊN_4 |
phợt	PHI ƠN_1 TC_1 |
trỏn	TRI ON2_2 NC_2 |
xóp	XI ON2_5 PC_5 |
giụ	ZI UN_1 |
ghua	GI UÔN_0 |
chuên	CHI WO_0 ÊN_0 NC_0 |
hưm	HI ƯN_0 MC_0 |
giềnh	ZI ÊN_4 NGC_4 |
hứm	HI ƯN_5 MC_5 |
tụu	TI UN_1 UC_1 |
điề	DI IÊN_4 |
dùa	ZI UÔN_4 |
đểm	DI ÊN_2 MC_2 |
qể	KI ÊN_2 |
mợi	MI ƠN_1 IC_1 |
tịa	TI IAN_1 |
nhuyển	NHI WO_2 YÊN_2 NC_2 |
vẻp	VI EN_2 PC_2 |
nhuân	NHI WO_0 ÂN_0 NC_0 |
đâù	DI ÂN_4 UC_4 |
muôm	MI UÔN_0 MC_0 |
bẩu	BI ÂN_2 UC_2 |
gửa	GI ƯƠN_2 |
tịp	TI IN_1 PC_1 |
đấnh	DI ÂN_5 NGC_5 |
chỡ	CHI ƠC_3 |
ghoe	GI WO_0 EN_0 |
ũ	UN_3 |
thụm	THI UN_1 MC_1 |
roam	RI WO_0 AN2_0 MC_0 |
truồi	TRI UÔN_4 IC_4 |
iện	IÊN_1 NC_1 |
ghoep	GI WO_0 EN_0 PC_0 |
thúp	THI UN_5 PC_5 |
xộ	XI ÔN_1 |
đenh	DI EN_0 NGC_0 |
rệu	RI ÊN_1 UC_1 |
tữ	TI ƯC_3 |
sơí	SI ƠN_5 IC_5 |
ừu	ƯN_4 UC_4 |
đồc	DI ÔN_4 KC_4 |
đuc	DI UN_0 KC_0 |
toần	TI WO_4 ÂN_4 NC_4 |
thom	THI ON2_0 MC_0 |
gự	GI ƯC_1 |
vườm	VI ƯƠN_4 MC_4 |
ườ	ƯN_4 ƠC_4 |
thệu	THI ÊN_1 UC_1 |
mử	MI ƯC_2 |
chụng	CHI UN_1 NGC_1 |
diềng	ZI IÊN_4 NGC_4 |
riê	RI IÊN_0 |
tồng	TI ÔN_4 NGC_4 |
cóó	KI ON2_5 UC_5 |
lơng	LI ƠN_0 NGC_0 |
gệt	GI ÊN_1 TC_1 |
tuầng	TI WO_4 ÂN_4 NGC_4 |
chễ	CHI ÊN_3 |
riênh	RI IÊN_0 NGC_0 |
deng	ZI EN_0 NGC_0 |
rưi	RI ƯN_0 IC_0 |
toẹ	TI WO_1 EN_1 |
dìa	ZI IAN_4 |
ghệt	GI ÊN_1 TC_1 |
chía	CHI IAN_5 |
gơi	GI ƠN_0 IC_0 |
buống	BI UÔN_5 NGC_5 |
dăt	ZI AN3_0 TC_0 |
đoành	DI WO_4 AN1_4 NGC_4 |
nỉu	NI IN_2 UC_2 |
vuôn	VI UÔN_0 NC_0 |
rế	RI ÊN_5 |
chiễm	CHI IÊN_3 MC_3 |
vổi	VI ÔN_2 IC_2 |
sén	SI EN_5 NC_5 |
sển	SI ÊN_2 NC_2 |
nhười	NHI ƯƠN_4 IC_4 |
dơn	ZI ƠN_0 NC_0 |
siếc	SI IÊN_5 KC_5 |
chệu	CHI ÊN_1 UC_1 |
góm	GI ON2_5 MC_5 |
nap	NI AN2_0 PC_0 |
chũi	CHI UN_3 IC_3 |
điêì	DI IÊN_4 IC_4 |
phánh	PHI AN1_5 NGC_5 |
xianh	XI IAN_0 NGC_0 |
sp	SI PC_0 |
nguyê	NGI WO_0 YÊN_0 |
bía	BI IAN_5 |
phươi	PHI ƯƠN_0 IC_0 |
khiếc	KHI IÊN_5 KC_5 |
boing	BI WO_0 IN_0 NGC_0 |
giâu	ZI ÂN_0 UC_0 |
xống	XI ÔN_5 NGC_5 |
sậu	SI ÂN_1 UC_1 |
qảu	KI AN3_2 UC_2 |
loèn	LI WO_4 EN_4 NC_4 |
qoèn	KI WO_4 EN_4 NC_4 |
tràu	TRI AN3_4 UC_4 |
đuy	DI UN_0 YC_0 |
giem	ZI EN_0 MC_0 |
nă	NI AN3_0 |
miêc	MI IÊN_0 KC_0 |
tọ	TI ON2_1 |
tửm	TI ƯN_2 MC_2 |
dụp	ZI UN_1 PC_1 |
náp	NI AN2_5 PC_5 |
rooc	RI WO_0 ON1_0 KC_0 |
đoát	DI WO_5 AN2_5 TC_5 |
ruyên	RI WO_0 YÊN_0 NC_0 |
yệm	YÊN_1 MC_1 |
khọ	KHI ON2_1 |
hẩn	HI ÂN_2 NC_2 |
cuyên	KI WO_0 YÊN_0 NC_0 |
tuọng	TI WO_1 ON1_1 NGC_1 |
roanh	RI WO_0 AN1_0 NGC_0 |
thừơng	THI ƯƠN_4 NGC_4 |
dừm	ZI ƯN_4 MC_4 |
viả	VI IAN_2 |
ngoé	NGI WO_5 EN_5 |
khốt	KHI ÔN_5 TC_5 |
key	KI EN_0 YC_0 |
nguc	NGI UN_0 KC_0 |
ăp	AN3_0 PC_0 |
roong	RI WO_0 ON1_0 NGC_0 |
gợt	GI ƠN_1 TC_1 |
nuệ	NI WO_1 ÊN_1 |
hc	HI KC_0 |
mố	MI ÔN_5 |
giép	ZI EN_5 PC_5 |
trựo	TRI ƯN_1 UC_1 |
ghĩ	GI IN_3 |
xc	XI KC_0 |
gíâu	ZI ÂN_5 UC_5 |
gían	ZI AN2_5 NC_5 |
phing	PHI IN_0 NGC_0 |
tùn	TI UN_4 NC_4 |
nặnh	NI AN3_1 NGC_1 |
tc	TI KC_0 |
kư	KI ƯC_0 |
gừi	GI ƯN_4 IC_4 |
bớc	BI ƠN_5 KC_5 |
ría	RI IAN_5 |
coc	KI ON1_0 KC_0 |
rớp	RI ƠN_5 PC_5 |
nựa	NI ƯƠN_1 |
ịa	IAN_1 |
sổn	SI ÔN_2 NC_2 |
lừm	LI ƯN_4 MC_4 |
rôc	RI ÔN_0 KC_0 |
tĩn	TI IN_3 NC_3 |
hảng	HI AN1_2 NGC_2 |
rậu	RI ÂN_1 UC_1 |
rio	RI IN_0 UC_0 |
tnh	TI NGC_0 |
cặt	KI AN3_1 TC_1 |
cạt	KI AN2_1 TC_1 |
góoc	GI WO_5 ON1_5 KC_5 |
nghiu	NGI IN_0 UC_0 |
đướt	DI ƯƠN_5 TC_5 |
dộp	ZI ÔN_1 PC_1 |
íu	IN_5 UC_5 |
nhoàng	NHI WO_4 AN1_4 NGC_4 |
gợ	GI ƠC_1 |
thăn	THI AN3_0 NC_0 |
tảm	TI AN2_2 MC_2 |
gỏa	GI WO_2 AN2_2 |
đử	DI ƯC_2 |
troăm	TRI WO_0 AN3_0 MC_0 |
hảy	HI AN3_2 YC_2 |
sảu	SI AN3_2 UC_2 |
biêm	BI IÊN_0 MC_0 |
mưc	MI ƯN_0 KC_0 |
voa	VI WO_0 AN2_0 |
đảy	DI AN3_2 YC_2 |
ngưỡi	NGI ƯƠN_3 IC_3 |
dêt	ZI ÊN_0 TC_0 |
nim	NI IN_0 MC_0 |
ruân	RI WO_0 ÂN_0 NC_0 |
nguôn	NGI UÔN_0 NC_0 |
sẻn	SI EN_2 NC_2 |
mii	MI IN_0 IC_0 |
thuốp	THI UÔN_5 PC_5 |
nghiệ	NGI IÊN_1 |
sýt	SI IN_5 TC_5 |
guấy	GI WO_5 ÂN_5 YC_5 |
tiểm	TI IÊN_2 MC_2 |
diền	ZI IÊN_4 NC_4 |
vịị	VI IN_1 IC_1 |
nhứm	NHI ƯN_5 MC_5 |
thuồn	THI UÔN_4 NC_4 |
tựng	TI ƯN_1 NGC_1 |
chưn	CHI ƯN_0 NC_0 |
voai	VI WO_0 AN2_0 IC_0 |
mốp	MI ÔN_5 PC_5 |
dươc	ZI ƯƠN_0 KC_0 |
tuâ	TI WO_0 ÂN_0 |
ẽ	EN_3 |
hach	HI AN1_0 KC_0 |
khóp	KHI ON2_5 PC_5 |
đư	DI ƯC_0 |
nuóc	NI WO_5 ON1_5 KC_5 |
nguyển	NGI WO_2 YÊN_2 NC_2 |
buu	BI UN_0 UC_0 |
nhặc	NHI AN3_1 KC_1 |
kiển	KI IÊN_2 NC_2 |
cưm	KI ƯN_0 MC_0 |
ờn	ƠN_4 NC_4 |
hược	HI ƯƠN_1 KC_1 |
hoong	HI WO_0 ON1_0 NGC_0 |
thăp	THI AN3_0 PC_0 |
niềng	NI IÊN_4 NGC_4 |
đẹn	DI EN_1 NC_1 |
gha	GI AN2_0 |
tôu	TI ÔN_0 UC_0 |
lếnh	LI ÊN_5 NGC_5 |
gii	ZI IN_0 |
tooc	TI WO_0 ON1_0 KC_0 |
looc	LI WO_0 ON1_0 KC_0 |
xừng	XI ƯN_4 NGC_4 |
boo	BI ON2_0 UC_0 |
coop	KI WO_0 ON2_0 PC_0 |
bưm	BI ƯN_0 MC_0 |
phóm	PHI ON2_5 MC_5 |
tịc	TI IN_1 KC_1 |
hp	HI PC_0 |
luợt	LI WO_1 ƠN_1 TC_1 |
kng	KI NGC_0 |
trộng	TRI ÔN_1 NGC_1 |
khịp	KHI IN_1 PC_1 |
đâọ	DI ÂN_1 UC_1 |
nển	NI ÊN_2 NC_2 |
chờm	CHI ƠN_4 MC_4 |
nghập	NGI ÂN_1 PC_1 |
phy	PHI IN_0 |
cớp	KI ƠN_5 PC_5 |
khằm	KHI AN3_4 MC_4 |
xỏn	XI ON2_2 NC_2 |
sỏn	SI ON2_2 NC_2 |
nười	NI ƯƠN_4 IC_4 |
nhế	NHI ÊN_5 |
nùn	NI UN_4 NC_4 |
phăp	PHI AN3_0 PC_0 |
đéch	DI EN_5 KC_5 |
ou	ON2_0 UC_0 |
róoc	RI WO_5 ON1_5 KC_5 |
thớp	THI ƠN_5 PC_5 |
ngụa	NGI UÔN_1 |
thưà	THI ƯƠN_4 |
qoa	KI WO_0 AN2_0 |
tuề	TI WO_4 ÊN_4 |
dịn	ZI IN_1 NC_1 |
ngeng	NGI EN_0 NGC_0 |
đoại	DI WO_1 AN2_1 IC_1 |
kyc	KI IN_0 KC_0 |
xượng	XI ƯƠN_1 NGC_1 |
giố	ZI ÔN_5 |
dén	ZI EN_5 NC_5 |
mừơi	MI ƯƠN_4 IC_4 |
phuộc	PHI UÔN_1 KC_1 |
nọi	NI ON2_1 IC_1 |
đoọc	DI WO_1 ON1_1 KC_1 |
